SUB_ID,Age,Gender,Policy_Status,Region
2006,54,Male,Inactive,East
2007,59,Female,Active,East
2008,50,Male,Active,North
2009,62,Male,Inactive,East
2010,62,Other,Active,North
2011,77,Male,Inactive,West
2012,45,Female,Active,North
2013,68,Female,Inactive,West
2014,55,Female,Inactive,West
2015,67,Female,Active,East
2016,64,Female,Active,West
2017,27,Female,Inactive,South
2018,62,Male,Inactive,East
2019,37,Male,Active,North
2020,65,Female,Inactive,West
2021,61,Female,Active,West
2022,54,Female,Inactive,West
2023,66,Female,Inactive,North
2024,63,Female,Inactive,South
2025,73,Male,Inactive,East
2026,38,Male,Active,North
2027,67,Other,Active,East
2028,47,Female,Active,East
2029,56,Male,Active,East
2030,52,Female,Active,North
2031,55,Female,Active,East
2032,62,Male,Active,North
2033,53,Female,Active,North
2034,37,Male,Active,North
2035,85,Male,Active,North
2036,58,Other,Active,North
2037,53,Female,Inactive,North
2038,70,Male,Active,South
2039,52,Male,Active,West
2040,48,Male,Inactive,East
2041,81,Female,Active,South
2042,52,Female,Active,South
2043,80,Female,Inactive,North
2044,88,Female,Active,East
2045,38,Male,Inactive,West
2046,35,Female,Inactive,North
2047,55,Female,Active,North
2048,72,Female,Inactive,West
2049,46,Other,Active,North
2050,48,Female,Active,East
2051,36,Male,Active,South
2052,74,Male,Active,South
2053,44,Male,Active,North
2054,43,Other,Active,West
2055,69,Female,Active,West
2056,66,Female,Active,West
2057,58,Male,Active,East
2058,41,Male,Inactive,West
2059,51,Female,Active,South
2060,47,Male,Active,West
2061,52,Male,Active,North
2062,72,Male,Active,South
2063,62,Male,Active,West
2064,38,Male,Active,South
2065,35,Female,Active,North
2066,60,Female,Inactive,East
2067,63,Female,Active,West
2068,46,Male,Inactive,East
2069,42,Male,Active,North
2070,32,Male,Inactive,North
2071,66,Female,Active,South
2072,63,Male,Active,North
2073,62,Female,Inactive,South
2074,64,Male,Active,North
2075,49,Male,Inactive,South
2076,57,Male,Active,West
2077,48,Female,Active,South
2078,49,Male,Active,North
2079,25,Other,Active,South
2080,54,Male,Active,South
2081,62,Male,Active,West
2082,66,Female,Inactive,West
2083,40,Male,Inactive,North
2084,78,Male,Inactive,South
2085,74,Male,Active,East
2086,44,Female,Active,West
2087,46,Female,Active,West
2088,66,Female,Active,North
2089,54,Female,Active,North
2090,48,Male,Active,West
2091,47,Male,Active,West
2092,52,Female,Inactive,North
2093,73,Male,Inactive,East
2094,49,Female,Active,North
2095,54,Male,Active,East
2096,69,Male,Active,North
2097,75,Female,Active,North
2098,51,Male,Active,South
2099,47,Male,Inactive,South
2100,60,Male,Active,West
2101,64,Female,Active,East
2102,43,Female,Active,West
2103,91,Female,Active,West
2104,47,Female,Inactive,West
2105,68,Female,Active,South
2106,45,Male,Active,West
2107,68,Female,Inactive,East
2108,83,Male,Active,West
2109,49,Female,Inactive,South
2110,31,Female,Active,West
2111,63,Male,Active,East
2112,56,Female,Active,East
2113,32,Male,Active,South
2114,79,Male,Active,West
2115,49,Male,Active,North
2116,38,Male,Inactive,South
2117,81,Female,Inactive,West
2118,59,Male,Active,West
2119,62,Female,Inactive,West
2120,62,Female,Active,South
2121,85,Female,Active,South
2122,58,Female,Active,West
2123,40,Female,Active,South
2124,18,Male,Active,East
2125,48,Female,Inactive,North
2126,77,Male,Active,South
2127,46,Female,Active,West
2128,47,Female,Active,East
2129,76,Male,Inactive,East
2130,63,Male,Active,East
2131,48,Female,Active,East
2132,60,Female,Active,East
2133,56,Female,Active,South
2134,62,Female,Active,East
2135,57,Male,Inactive,North
2136,59,Male,Inactive,West
2137,38,Female,Inactive,West
2138,66,Male,Active,North
2139,63,Female,Active,South
2140,64,Male,Active,South
2141,64,Male,Active,South
2142,55,Male,Active,East
2143,51,Male,Active,West
2144,18,Male,Active,East
2145,57,Female,Active,East
2146,18,Male,Inactive,North
2147,60,Female,Inactive,South
2148,65,Male,Active,North
2149,65,Female,Active,South
2150,52,Female,Inactive,South
2151,67,Male,Active,West
2152,74,Male,Active,East
2153,52,Male,Inactive,East
2154,54,Male,Active,East
2155,73,Female,Active,North
2156,58,Male,Active,East
2157,88,Male,Active,North
2158,52,Male,Inactive,South
2159,60,Male,Active,West
2160,43,Male,Inactive,North
2161,59,Male,Active,East
2162,48,Female,Inactive,South
2163,32,Female,Active,North
2164,28,Male,Active,North
2165,60,Female,Active,East
2166,43,Male,Active,South
2167,53,Female,Inactive,South
2168,54,Female,Active,South
2169,49,Male,Inactive,East
2170,79,Male,Active,West
2171,52,Female,Active,South
2172,47,Male,Active,East
2173,41,Female,Active,North
2174,67,Female,Active,West
2175,49,Female,Active,East
2176,72,Female,Inactive,West
2177,62,Male,Active,West
2178,48,Male,Active,South
2179,61,Female,Active,East
2180,63,Male,Active,West
2181,43,Female,Inactive,West
2182,58,Male,Active,West
2183,60,Female,Active,South
2184,56,Male,Active,North
2185,64,Female,Active,North
2186,53,Female,Inactive,East
2187,77,Male,Active,North
2188,91,Female,Active,North
2189,50,Male,Inactive,South
2190,28,Female,Inactive,North
2191,61,Male,Active,West
2192,62,Female,Active,East
2193,57,Male,Active,North
2194,38,Male,Active,North
2195,60,Male,Active,North
2196,67,Female,Active,South
2197,44,Female,Active,East
2198,81,Male,Active,East
2199,44,Female,Active,East
2200,66,Female,Active,West
2201,53,Female,Inactive,West
2202,35,Female,Inactive,East
2203,55,Female,Inactive,South
2204,54,Male,Inactive,South
2205,93,Female,Active,East
2206,71,Female,Active,North
2207,82,Female,Active,North
2208,77,Female,Active,North
2209,56,Male,Active,West
2210,47,Female,Active,East
2211,81,Male,Active,South
2212,40,Male,Active,North
2213,56,Female,Inactive,North
2214,47,Male,Inactive,West
2215,66,Female,Active,East
2216,84,Male,Active,East
2217,53,Female,Active,North
2218,41,Male,Active,North
2219,70,Male,Active,North
2220,34,Male,Active,West
2221,61,Male,Active,South
2222,47,Male,Active,South
2223,63,Female,Active,East
2224,62,Female,Inactive,West
2225,42,Male,Active,North
2226,82,Female,Active,North
2227,75,Male,Active,South
2228,43,Male,Inactive,West
2229,40,Female,Inactive,West
2230,50,Male,Active,East
2231,37,Female,Active,South
2232,41,Male,Active,South
2233,70,Male,Active,West
2234,56,Male,Active,South
2235,66,Female,Active,West
2236,86,Male,Active,East
2237,54,Male,Active,South
2238,48,Male,Active,North
2239,55,Male,Active,North
2240,70,Male,Active,East
2241,59,Female,Inactive,East
2242,30,Female,Active,East
2243,46,Female,Active,East
2244,35,Female,Active,East
2245,41,Female,Active,East
2246,34,Female,Active,West
2247,63,Female,Active,West
2248,67,Male,Active,North
2249,53,Male,Active,North
2250,41,Male,Active,East
2251,57,Female,Inactive,North
2252,56,Female,Inactive,West
2253,42,Male,Active,North
2254,44,Female,Active,North
2255,54,Female,Active,South
2256,52,Male,Inactive,South
2257,47,Female,Active,West
2258,55,Male,Active,South
2259,56,Male,Active,East
2260,64,Female,Active,North
2261,71,Female,Active,South
2262,50,Female,Active,West
2263,61,Male,Active,West
2264,65,Female,Active,South
2265,31,Male,Inactive,South
2266,55,Female,Active,West
2267,51,Female,Active,East
2268,59,Male,Inactive,East
2269,83,Female,Inactive,North
2270,52,Male,Active,West
2271,66,Female,Active,East
2272,69,Female,Active,East
2273,63,Other,Active,East
2274,63,Female,Active,North
2275,39,Male,Inactive,North
2276,54,Male,Active,North
2277,56,Male,Active,South
2278,53,Female,Active,East
2279,45,Male,Active,West
2280,64,Female,Active,East
2281,55,Female,Active,South
2282,36,Male,Active,South
2283,47,Male,Active,South
2284,35,Male,Inactive,West
2285,35,Male,Active,East
2286,65,Male,Inactive,West
2287,62,Female,Inactive,South
2288,78,Female,Active,North
2289,38,Female,Inactive,North
2290,63,Other,Active,South
2291,62,Male,Active,South
2292,63,Female,Active,North
2293,65,Male,Active,South
2294,63,Female,Inactive,East
2295,56,Female,Active,South
2296,45,Male,Active,South
2297,69,Female,Active,West
2298,20,Male,Active,West
2299,41,Female,Active,West
2300,56,Male,Active,East
2301,41,Male,Active,East
2302,59,Female,Active,South
2303,42,Female,Active,South
2304,75,Female,Active,East
2305,47,Female,Active,South
2306,44,Male,Active,East
2307,50,Male,Active,South
2308,60,Male,Active,South
2309,46,Male,Active,North
2310,38,Male,Active,West
2311,49,Male,Active,South
2312,39,Female,Inactive,East
2313,51,Female,Inactive,South
2314,52,Male,Active,East
2315,45,Female,Inactive,West
2316,64,Male,Active,North
2317,69,Male,Active,West
2318,29,Male,Active,West
2319,80,Male,Active,South
2320,56,Male,Active,South
2321,59,Male,Active,East
2322,36,Male,Active,East
2323,26,Male,Inactive,East
2324,80,Female,Inactive,South
2325,58,Female,Inactive,West
2326,72,Female,Active,North
2327,64,Female,Active,North
2328,39,Female,Inactive,North
2329,53,Male,Inactive,East
2330,56,Female,Active,East
2331,55,Female,Active,North
2332,53,Female,Active,South
2333,65,Female,Active,East
2334,43,Female,Active,East
2335,41,Male,Active,North
2336,48,Female,Inactive,South
2337,59,Female,Inactive,North
2338,46,Male,Active,East
2339,52,Female,Active,East
2340,67,Male,Active,West
2341,64,Female,Active,East
2342,48,Male,Active,West
2343,18,Male,Active,North
2344,38,Other,Active,North
2345,54,Male,Active,East
2346,62,Male,Active,North
2347,42,Female,Active,South
2348,61,Female,Active,North
2349,49,Male,Inactive,West
2350,61,Male,Active,South
2351,37,Male,Active,West
2352,52,Female,Active,West
2353,52,Female,Inactive,West
2354,61,Female,Active,West
2355,45,Male,Active,East
2356,57,Male,Active,West
2357,38,Female,Active,North
2358,49,Female,Active,East
2359,21,Male,Active,South
2360,45,Male,Inactive,West
2361,39,Other,Active,North
2362,61,Male,Active,West
2363,45,Female,Inactive,East
2364,60,Male,Active,West
2365,59,Male,Active,West
2366,50,Male,Active,West
2367,58,Male,Active,West
2368,85,Female,Active,East
2369,49,Female,Inactive,West
2370,38,Male,Active,East
2371,46,Male,Active,East
2372,59,Female,Active,East
2373,62,Male,Inactive,East
2374,53,Female,Inactive,West
2375,54,Female,Inactive,East
2376,53,Female,Active,North
2377,20,Female,Active,East
2378,62,Male,Active,East
2379,57,Female,Active,North
2380,61,Female,Active,North
2381,68,Female,Active,North
2382,65,Male,Active,North
2383,70,Female,Active,South
2384,55,Male,Active,East
2385,48,Male,Active,North
2386,63,Female,Active,West
2387,33,Male,Active,West
2388,72,Male,Active,West
2389,50,Female,Active,South
2390,60,Male,Active,North
2391,45,Male,Active,West
2392,55,Female,Active,East
2393,66,Male,Active,North
2394,41,Male,Active,North
2395,36,Male,Active,West
2396,52,Female,Active,East
2397,41,Female,Active,South
2398,75,Male,Active,South
2399,51,Female,Inactive,West
2400,53,Female,Inactive,South
2401,54,Male,Active,West
2402,42,Male,Active,West
2403,42,Female,Active,East
2404,84,Female,Inactive,East
2405,80,Male,Active,North
2406,49,Male,Active,East
2407,55,Male,Inactive,North
2408,63,Male,Active,South
2409,48,Male,Inactive,North
2410,40,Male,Active,West
2411,55,Female,Active,East
2412,61,Male,Inactive,South
2413,73,Female,Inactive,West
2414,76,Male,Inactive,South
2415,59,Female,Active,West
2416,64,Female,Inactive,North
2417,56,Male,Active,East
2418,76,Female,Active,South
2419,41,Female,Active,South
2420,72,Female,Inactive,North
2421,38,Male,Active,South
2422,60,Male,Active,East
2423,68,Male,Active,West
2424,55,Female,Active,West
2425,51,Female,Active,East
2426,66,Male,Active,West
2427,55,Male,Inactive,East
2428,43,Male,Inactive,East
2429,42,Female,Active,West
2430,45,Other,Active,South
2431,61,Male,Inactive,North
2432,39,Male,Active,East
2433,63,Male,Active,North
2434,43,Female,Inactive,South
2435,59,Male,Inactive,East
2436,46,Female,Active,South
2437,45,Male,Active,East
2438,56,Female,Active,North
2439,47,Female,Inactive,North
2440,61,Female,Active,East
2441,46,Female,Active,North
2442,28,Male,Active,South
2443,27,Female,Active,South
2444,35,Female,Inactive,North
2445,66,Male,Active,South
2446,56,Male,Active,North
2447,40,Female,Active,North
2448,49,Male,Active,North
2449,69,Male,Active,West
2450,37,Female,Inactive,North
2451,62,Male,Active,South
2452,65,Female,Inactive,East
2453,34,Female,Active,West
2454,51,Female,Inactive,South
2455,32,Other,Active,East
2456,66,Male,Active,West
2457,47,Male,Active,North
2458,36,Female,Active,West
2459,56,Female,Inactive,North
2460,53,Male,Inactive,East
2461,59,Female,Active,West
2462,35,Female,Active,East
2463,81,Male,Inactive,South
2464,60,Male,Active,East
2465,42,Male,Active,South
2466,75,Male,Active,East
2467,56,Female,Inactive,South
2468,43,Male,Active,North
2469,50,Female,Active,West
2470,61,Female,Inactive,West
2471,62,Other,Active,South
2472,62,Female,Active,East
2473,59,Male,Active,West
2474,66,Female,Inactive,South
2475,53,Female,Active,West
2476,51,Male,Active,North
2477,54,Female,Active,South
2478,70,Male,Active,South
2479,58,Female,Active,South
2480,31,Female,Active,North
2481,39,Female,Active,East
2482,41,Male,Active,East
2483,56,Female,Active,East
2484,77,Male,Active,West
2485,33,Male,Active,North
2486,31,Male,Active,West
2487,32,Female,Inactive,North
2488,53,Male,Active,West
2489,46,Female,Inactive,East
2490,66,Female,Active,West
2491,29,Male,Active,South
2492,60,Male,Active,South
2493,46,Female,Active,North
2494,70,Female,Active,North
2495,55,Male,Inactive,North
2496,45,Female,Active,South
2497,36,Female,Active,East
2498,71,Female,Active,East
2499,48,Female,Inactive,East
2500,37,Female,Active,West
2501,42,Male,Active,North
2502,56,Male,Active,South
2503,57,Female,Active,North
2504,46,Female,Active,South
2505,52,Female,Active,North
2506,49,Female,Active,North
2507,70,Male,Active,West
2508,45,Female,Active,South
2509,42,Male,Active,East
2510,39,Female,Active,South
2511,50,Male,Active,East
2512,66,Female,Active,East
2513,54,Male,Inactive,East
2514,54,Male,Active,North
2515,69,Female,Inactive,West
2516,65,Female,Active,South
2517,57,Male,Active,West
2518,82,Female,Active,North
2519,33,Male,Active,East
2520,72,Male,Active,East
2521,65,Female,Active,North
2522,37,Male,Active,South
2523,71,Other,Active,East
2524,71,Female,Active,East
2525,52,Female,Active,South
2526,43,Male,Active,East
2527,47,Female,Active,East
2528,73,Female,Active,East
2529,62,Female,Active,West
2530,40,Female,Active,North
2531,75,Female,Inactive,West
2532,68,Female,Active,West
2533,38,Male,Active,South
2534,59,Female,Inactive,South
2535,55,Male,Active,East
2536,56,Male,Active,West
2537,65,Female,Active,East
2538,61,Male,Inactive,East
2539,68,Male,Active,North
2540,53,Male,Active,East
2541,50,Female,Active,West
2542,53,Male,Inactive,West
2543,18,Female,Active,South
2544,52,Male,Active,South
2545,73,Male,Active,South
2546,46,Male,Active,West
2547,36,Male,Active,West
2548,62,Female,Inactive,East
2549,89,Male,Inactive,South
2550,48,Female,Active,North
2551,61,Female,Active,North
2552,48,Female,Active,East
2553,37,Male,Active,South
2554,49,Male,Active,East
2555,49,Male,Inactive,West
2556,50,Male,Inactive,West
2557,39,Male,Inactive,North
2558,36,Female,Active,South
2559,35,Male,Active,West
2560,54,Male,Inactive,West
2561,55,Male,Active,West
2562,68,Female,Active,South
2563,67,Male,Active,East
2564,43,Male,Active,East
2565,46,Male,Inactive,East
2566,45,Female,Active,West
2567,36,Female,Active,North
2568,47,Female,Active,East
2569,34,Male,Inactive,South
2570,30,Female,Active,West
2571,65,Female,Inactive,West
2572,54,Female,Active,North
2573,43,Female,Active,East
2574,62,Male,Active,West
2575,63,Other,Active,North
2576,73,Female,Active,South
2577,48,Female,Inactive,East
2578,56,Female,Active,East
2579,49,Female,Active,West
2580,46,Male,Active,East
2581,68,Female,Inactive,South
2582,60,Male,Active,North
2583,40,Female,Active,North
2584,55,Other,Active,East
2585,63,Female,Inactive,North
2586,52,Female,Active,East
2587,53,Female,Active,East
2588,86,Male,Active,North
2589,43,Male,Active,West
2590,46,Male,Inactive,South
2591,75,Female,Inactive,West
2592,56,Female,Active,East
2593,53,Female,Active,East
2594,37,Male,Active,West
2595,59,Female,Active,North
2596,62,Other,Active,West
2597,70,Male,Active,North
2598,73,Female,Active,East
2599,60,Female,Inactive,West
2600,46,Female,Active,South
2601,38,Female,Active,North
2602,76,Male,Inactive,South
2603,47,Female,Active,West
2604,71,Male,Active,South
2605,65,Female,Inactive,North
2606,52,Male,Active,West
2607,75,Male,Active,East
2608,54,Female,Active,North
2609,73,Female,Inactive,North
2610,52,Male,Inactive,East
2611,51,Male,Active,North
2612,54,Female,Active,North
2613,84,Female,Inactive,North
2614,61,Male,Active,East
2615,55,Female,Active,South
2616,33,Female,Active,East
2617,45,Female,Active,West
2618,37,Female,Active,South
2619,27,Female,Active,West
2620,43,Female,Active,South
2621,82,Female,Active,South
2622,71,Female,Active,South
2623,69,Female,Active,West
2624,49,Male,Active,South
2625,46,Male,Active,West
2626,32,Male,Active,West
2627,67,Female,Active,West
2628,50,Male,Active,West
2629,52,Male,Active,North
2630,64,Male,Active,East
2631,39,Female,Inactive,North
2632,69,Male,Inactive,West
2633,32,Male,Active,South
2634,33,Male,Active,North
2635,69,Male,Active,North
2636,59,Male,Active,West
2637,58,Male,Active,East
2638,28,Female,Active,West
2639,66,Male,Inactive,West
2640,74,Male,Inactive,West
2641,50,Female,Active,East
2642,48,Male,Inactive,South
2643,79,Female,Active,East
2644,44,Male,Inactive,East
2645,25,Female,Active,East
2646,62,Female,Active,East
2647,44,Female,Active,North
2648,65,Female,Active,West
2649,45,Male,Active,South
2650,51,Female,Inactive,West
2651,49,Female,Active,South
2652,45,Male,Inactive,North
2653,56,Female,Active,South
2654,75,Female,Active,East
2655,40,Male,Active,West
2656,60,Male,Active,East
2657,47,Female,Active,East
2658,53,Male,Active,West
2659,66,Female,Active,North
2660,55,Male,Active,North
2661,77,Female,Active,East
2662,34,Male,Active,West
2663,30,Male,Active,North
2664,51,Male,Active,North
2665,58,Male,Active,North
2666,69,Female,Active,South
2667,45,Female,Inactive,East
2668,54,Male,Inactive,West
2669,41,Female,Active,West
2670,68,Other,Inactive,North
2671,68,Female,Active,North
2672,58,Male,Inactive,West
2673,53,Female,Active,South
2674,54,Female,Active,North
2675,40,Female,Active,North
2676,32,Female,Active,South
2677,66,Male,Inactive,West
2678,61,Female,Active,North
2679,59,Female,Active,North
2680,45,Male,Active,North
2681,38,Female,Active,North
2682,65,Female,Active,North
2683,58,Female,Active,North
2684,51,Male,Inactive,West
2685,71,Female,Active,West
2686,77,Female,Active,North
2687,77,Male,Inactive,North
2688,48,Female,Inactive,East
2689,62,Female,Active,West
2690,67,Female,Active,East
2691,35,Female,Active,West
2692,90,Male,Active,North
2693,46,Female,Active,East
2694,67,Male,Inactive,South
2695,64,Female,Inactive,East
2696,71,Female,Active,North
2697,53,Male,Active,West
2698,42,Male,Active,East
2699,55,Female,Active,East
2700,58,Female,Active,East
2701,39,Male,Active,East
2702,73,Male,Active,North
2703,25,Male,Active,South
2704,63,Male,Active,East
2705,71,Female,Active,East
2706,47,Female,Active,East
2707,31,Male,Active,East
2708,53,Female,Active,South
2709,52,Female,Active,South
2710,49,Male,Inactive,South
2711,38,Female,Inactive,North
2712,95,Female,Active,West
2713,53,Female,Active,East
2714,46,Female,Active,South
2715,47,Female,Inactive,North
2716,62,Female,Active,South
2717,56,Male,Active,East
2718,35,Male,Active,West
2719,48,Male,Active,North
2720,60,Female,Active,East
2721,48,Female,Active,South
2722,66,Male,Active,North
2723,59,Female,Active,North
2724,68,Male,Active,North
2725,66,Female,Active,South
2726,61,Male,Active,North
2727,77,Female,Active,South
2728,35,Female,Inactive,West
2729,33,Female,Active,East
2730,43,Female,Active,North
2731,50,Female,Inactive,South
2732,52,Female,Active,South
2733,29,Female,Active,East
2734,73,Female,Active,East
2735,55,Female,Active,North
2736,57,Female,Active,North
2737,39,Female,Active,West
2738,51,Female,Active,East
2739,49,Female,Active,East
2740,58,Female,Active,West
2741,69,Male,Active,North
2742,55,Female,Active,West
2743,43,Male,Inactive,North
2744,59,Female,Active,South
2745,56,Female,Active,West
2746,42,Male,Active,South
2747,54,Male,Inactive,West
2748,30,Male,Inactive,West
2749,55,Male,Active,South
2750,18,Female,Inactive,North
2751,48,Other,Inactive,North
2752,65,Male,Active,East
2753,46,Male,Active,South
2754,57,Female,Active,South
2755,57,Male,Active,East
2756,51,Male,Active,North
2757,37,Male,Active,South
2758,37,Female,Active,East
2759,43,Male,Active,West
2760,60,Other,Active,South
2761,68,Male,Inactive,West
2762,40,Female,Active,West
2763,45,Female,Active,West
2764,49,Male,Active,North
2765,74,Male,Active,South
2766,46,Male,Active,North
2767,69,Female,Active,West
2768,49,Male,Active,East
2769,50,Female,Inactive,North
2770,47,Male,Inactive,South
2771,52,Male,Active,South
2772,39,Female,Inactive,South
2773,53,Male,Inactive,East
2774,41,Female,Active,South
2775,53,Male,Inactive,West
2776,28,Female,Active,East
2777,45,Female,Active,South
2778,50,Male,Active,South
2779,47,Male,Active,South
2780,28,Male,Inactive,West
2781,56,Female,Active,East
2782,33,Female,Inactive,East
2783,83,Female,Active,East
2784,73,Female,Inactive,South
2785,80,Female,Active,West
2786,54,Male,Inactive,West
2787,27,Male,Active,North
2788,80,Female,Inactive,North
2789,57,Female,Active,West
2790,80,Male,Active,South
2791,72,Male,Active,North
2792,60,Male,Inactive,South
2793,40,Female,Active,North
2794,42,Male,Inactive,North
2795,51,Male,Active,East
2796,56,Male,Active,West
2797,53,Male,Active,West
2798,59,Male,Active,East
2799,75,Female,Active,South
2800,81,Female,Inactive,East
2801,32,Male,Active,West
2802,62,Female,Active,West
2803,69,Male,Active,East
2804,57,Female,Active,East
2805,62,Female,Active,West
2806,46,Female,Active,East
2807,56,Male,Active,West
2808,53,Male,Active,East
2809,45,Male,Inactive,East
2810,48,Female,Active,North
2811,61,Female,Active,East
2812,50,Male,Inactive,East
2813,54,Male,Inactive,North
2814,52,Male,Active,South
2815,49,Female,Active,South
2816,40,Female,Active,West
2817,37,Male,Active,West
2818,57,Female,Inactive,North
2819,49,Male,Inactive,North
2820,38,Female,Inactive,West
2821,47,Male,Inactive,North
2822,61,Male,Inactive,East
2823,62,Female,Active,North
2824,32,Female,Active,West
2825,63,Female,Active,South
2826,29,Male,Active,East
2827,46,Female,Active,West
2828,67,Male,Active,North
2829,40,Female,Active,West
2830,68,Male,Inactive,West
2831,57,Male,Active,South
2832,81,Male,Active,East
2833,77,Female,Active,East
2834,60,Male,Active,North
2835,52,Male,Active,North
2836,73,Female,Active,East
2837,60,Female,Inactive,East
2838,66,Female,Active,East
2839,62,Male,Active,South
2840,59,Male,Active,North
2841,40,Male,Active,East
2842,68,Female,Active,North
2843,46,Male,Active,East
2844,75,Male,Active,West
2845,48,Other,Active,East
2846,57,Male,Inactive,North
2847,77,Female,Active,South
2848,61,Female,Active,West
2849,43,Female,Active,East
2850,69,Male,Active,West
2851,54,Male,Active,North
2852,65,Female,Active,East
2853,49,Female,Active,North
2854,59,Male,Active,East
2855,77,Male,Active,North
2856,55,Female,Active,North
2857,87,Female,Active,North
2858,73,Male,Active,West
2859,64,Female,Active,South
2860,56,Male,Inactive,West
2861,47,Male,Active,North
2862,65,Male,Active,East
2863,56,Female,Active,South
2864,60,Female,Active,West
2865,72,Male,Active,North
2866,49,Male,Active,South
2867,63,Male,Active,South
2868,27,Male,Active,North
2869,73,Female,Inactive,North
2870,37,Female,Active,West
2871,54,Male,Active,East
2872,60,Male,Active,West
2873,60,Female,Active,East
2874,61,Female,Inactive,North
2875,62,Female,Inactive,West
2876,84,Female,Inactive,West
2877,74,Male,Active,East
2878,65,Male,Active,North
2879,29,Female,Active,North
2880,48,Female,Active,East
2881,78,Female,Active,South
2882,25,Male,Inactive,South
2883,48,Female,Active,North
2884,45,Female,Active,East
2885,84,Female,Inactive,North
2886,48,Female,Inactive,West
2887,56,Male,Active,West
2888,46,Female,Inactive,North
2889,33,Female,Inactive,South
2890,55,Female,Active,South
2891,44,Female,Active,North
2892,41,Male,Active,North
2893,52,Female,Inactive,East
2894,44,Female,Active,East
2895,49,Female,Active,West
2896,41,Female,Active,North
2897,50,Male,Active,North
2898,57,Female,Active,East
2899,49,Female,Active,East
2900,67,Female,Active,East
2901,52,Female,Active,North
2902,70,Male,Inactive,East
2903,58,Male,Active,North
2904,43,Male,Active,West
2905,73,Female,Active,North
2906,58,Male,Inactive,West
2907,75,Female,Active,West
2908,76,Male,Active,East
2909,47,Male,Active,North
2910,64,Female,Inactive,South
2911,46,Female,Inactive,North
2912,47,Female,Active,North
2913,43,Female,Inactive,East
2914,81,Male,Active,South
2915,76,Male,Active,South
2916,76,Male,Active,North
2917,37,Female,Active,South
2918,64,Female,Inactive,South
2919,50,Male,Inactive,South
2920,46,Male,Inactive,East
2921,53,Female,Active,North
2922,58,Male,Inactive,North
2923,57,Female,Active,North
2924,41,Female,Active,West
2925,51,Female,Active,South
2926,66,Female,Active,West
2927,76,Male,Active,South
2928,63,Female,Inactive,West
2929,48,Male,Active,North
2930,81,Male,Active,West
2931,68,Male,Inactive,West
2932,52,Female,Active,West
2933,37,Male,Inactive,East
2934,28,Female,Inactive,North
2935,78,Female,Inactive,South
2936,69,Female,Inactive,South
2937,51,Female,Active,North
2938,60,Male,Active,South
2939,40,Female,Active,South
2940,71,Female,Inactive,South
2941,43,Male,Active,West
2942,42,Female,Active,South
2943,73,Female,Active,South
2944,44,Female,Active,North
2945,54,Male,Active,East
2946,71,Female,Active,North
2947,58,Female,Inactive,South
2948,72,Female,Active,East
2949,40,Female,Active,South
2950,54,Female,Active,North
2951,67,Male,Active,East
2952,60,Male,Active,East
2953,57,Male,Active,West
2954,50,Female,Active,East
2955,52,Female,Inactive,East
2956,49,Female,Active,West
2957,64,Male,Active,East
2958,39,Male,Active,West
2959,54,Female,Active,South
2960,61,Male,Active,North
2961,52,Female,Active,East
2962,65,Female,Active,South
2963,46,Female,Active,South
2964,68,Male,Active,East
2965,74,Female,Active,East
2966,47,Female,Inactive,West
2967,46,Male,Active,East
2968,33,Female,Active,North
2969,59,Male,Inactive,South
2970,85,Male,Active,East
2971,51,Male,Active,North
2972,54,Female,Inactive,East
2973,30,Male,Active,South
2974,45,Male,Inactive,South
2975,68,Female,Active,South
2976,70,Female,Active,East
2977,68,Male,Inactive,North
2978,72,Male,Active,West
2979,52,Male,Active,North
2980,49,Male,Inactive,West
2981,82,Female,Active,South
2982,44,Female,Active,North
2983,54,Female,Active,East
2984,54,Male,Inactive,East
2985,50,Female,Active,South
2986,52,Female,Active,East
2987,52,Male,Inactive,West
2988,59,Male,Active,North
2989,53,Male,Active,South
2990,70,Female,Active,East
2991,51,Male,Active,West
2992,53,Female,Active,North
2993,59,Female,Active,East
2994,34,Male,Inactive,West
2995,45,Male,Active,East
2996,65,Male,Active,South
2997,60,Male,Active,West
2998,56,Male,Active,North
2999,61,Male,Active,East
3000,39,Female,Active,North
3001,58,Other,Active,East
3002,46,Male,Active,South
3003,61,Male,Active,North
3004,78,Male,Inactive,North
3005,38,Male,Active,South
3006,77,Male,Active,West
3007,46,Male,Inactive,South
3008,62,Male,Active,North
3009,41,Male,Active,West
3010,51,Female,Inactive,East
3011,39,Female,Active,East
3012,73,Female,Active,South
3013,84,Male,Inactive,South
3014,47,Male,Active,North
3015,50,Male,Inactive,South
3016,72,Female,Active,South
3017,44,Male,Active,West
3018,37,Male,Inactive,South
3019,65,Female,Inactive,North
3020,55,Male,Active,South
3021,73,Male,Inactive,West
3022,55,Female,Active,East
3023,31,Female,Active,East
3024,83,Female,Inactive,East
3025,50,Female,Active,West
3026,64,Male,Active,West
3027,56,Female,Active,West
3028,37,Male,Active,West
3029,30,Female,Active,West
3030,72,Male,Active,South
3031,63,Male,Inactive,West
3032,81,Female,Active,South
3033,58,Female,Active,East
3034,58,Male,Active,South
3035,50,Female,Active,South
3036,33,Female,Inactive,South
3037,65,Female,Active,East
3038,52,Female,Active,South
3039,55,Male,Active,North
3040,57,Male,Active,South
3041,73,Female,Active,North
